Company,TypeName,Inches,Price,Ram(GB),Weight(kg),Cpu(processor),"Gpu(I,N,A)Brand",SSD,HDD,X_res,Y_res,TouchScreen,Ips_display,OS,PPI,Resolution
Lenovo,Notebook,14.0,10.87326596936077,4,2.02,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,111.93520355955212,1366x768
HP,Workstation,17.3,11.504424909404817,8,3.14,Intel Core i5,Nvidia,0,500,1600,900,0,0,Windows,106.11306214269258,1600x900
HP,Notebook,14.0,9.93914036985058,8,1.94,Other Intel,Intel,0,2000,1366,768,0,0,Windows,111.93520355955212,1366x768
HP,Notebook,15.6,10.450993742936223,6,1.95,AMD,AMD,256,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.696986727022775,8,2.3,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.50497986449436,4,2.05,Intel Core i5,Intel,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Mediacom,Notebook,14.0,9.49301392269684,4,1.4,Other Intel,Intel,32,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Toshiba,Ultrabook,14.0,11.50657735831005,16,1.24,Intel Core i7,Intel,512,0,1920,1080,1,0,Windows,157.3505121487356,1920x1080
Lenovo,Gaming,17.3,11.862769612046066,32,4.6,Intel Core i7,Nvidia,256,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
MSI,Gaming,17.3,11.887251546940472,16,4.14,Intel Core i7,Nvidia,512,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Dell,Notebook,15.6,10.594313360795072,8,2.2,Intel Core i7,AMD,256,0,1920,1080,0,0,Linux,141.21199808219862,1920x1080
Mediacom,Notebook,14.0,9.93914036985058,4,1.45,Intel Celeron,Intel,32,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Dell,Notebook,15.6,10.89180021486258,8,1.9,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,13.3,10.55342238395318,4,1.49,Intel Core i3,Intel,128,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Dell,Notebook,15.6,11.313402478637911,16,1.93,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Netbook,11.6,9.662536382571954,4,1.26,Intel Celeron,Intel,0,0,1366,768,0,0,Other,135.0942111925629,1366x768
MSI,Gaming,17.3,11.737306010891048,16,4.5,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
HP,Gaming,17.3,11.2874471903093,16,3.78,Intel Core i7,Nvidia,256,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Lenovo,Ultrabook,14.0,11.397934727218958,12,1.4,Intel Core i7,Intel,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Lenovo,Notebook,15.6,10.38737929394203,12,2.2,Intel Core i7,Intel,0,1000,1366,768,1,0,Windows,100.45466986113652,1366x768
Asus,Gaming,17.3,11.454295851800008,8,2.73,Intel Core i5,Nvidia,128,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Asus,2 in 1 Convertible,15.6,10.580858947180335,8,2.2,Intel Core i5,Intel,0,1000,1366,768,1,0,Windows,100.45466986113652,1366x768
Lenovo,Notebook,15.6,10.83096982484206,12,2.2,AMD,AMD,512,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,2 in 1 Convertible,11.6,10.37747822295932,4,1.39,Other Intel,Intel,128,0,1366,768,1,0,Windows,135.0942111925629,1366x768
Samsung,Notebook,15.6,11.413356147904066,16,2.5,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,17.3,10.246549458090431,4,2.8,Intel Core i3,Intel,0,500,1920,1080,0,0,Other,127.33567457123112,1920x1080
Lenovo,Notebook,15.6,10.104611236292678,8,2.29,Intel Core i3,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,2 in 1 Convertible,13.3,11.588886005772771,8,1.37,Intel Core i7,Intel,512,0,1920,1080,1,1,Windows,165.6321180513006,1920x1080
Lenovo,Notebook,14.0,11.271296098981416,8,1.7,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Dell,2 in 1 Convertible,12.5,11.396139931642937,8,1.34,Intel Core i5,Intel,256,0,1920,1080,1,0,Windows,176.23257360658386,1920x1080
Dell,Workstation,15.6,11.450333208630004,8,2.06,Intel Core i7,Nvidia,256,0,1920,1080,1,0,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,11.081347155713406,8,1.84,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,10.480567504600335,4,2.1,Intel Core i3,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Acer,Notebook,14.0,9.771618776997505,4,1.6,Intel Celeron,Intel,0,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
MSI,Gaming,17.3,11.671319016786894,16,4.14,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Dell,Notebook,15.6,10.11759843181949,4,2.18,Intel Core i3,AMD,0,1000,1366,768,0,0,Linux,100.45466986113652,1366x768
MSI,Gaming,15.6,11.715790550995315,16,1.8,Intel Core i7,Nvidia,256,2000,3840,2160,0,0,Windows,282.42399616439724,3840x2160
Toshiba,Notebook,15.6,11.219074000897615,8,2.2,Intel Core i7,Intel,256,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.310615277730191,6,2.4,Intel Core i5,Intel,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,2 in 1 Convertible,15.6,11.144911042902732,8,2.0,Intel Core i7,Intel,256,0,1920,1080,1,1,Windows,141.21199808219862,1920x1080
Acer,Notebook,14.0,9.83063294843456,4,1.6,Other Intel,Intel,0,0,1366,768,0,0,Windows,111.93520355955212,1366x768
Lenovo,Notebook,15.6,12.472347407870709,32,2.5,Other Intel,Nvidia,1000,0,3840,2160,0,1,Windows,282.42399616439724,3840x2160
Dell,Gaming,15.6,10.754357300416876,16,2.59,Intel Core i7,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.071160338072124,4,2.18,Intel Core i3,Intel,0,1000,1366,768,0,0,Linux,100.45466986113652,1366x768
Dell,Notebook,15.6,9.858883414720411,4,2.25,Intel Core i3,Intel,0,1000,1366,768,0,0,Linux,100.45466986113652,1366x768
Dell,Notebook,15.6,10.742904151497523,4,1.93,Intel Core i5,Intel,0,500,1366,768,0,0,Linux,100.45466986113652,1366x768
Asus,Gaming,17.3,11.038609189620306,8,3.0,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Dell,Notebook,15.6,10.319441460358464,4,2.18,Intel Core i5,AMD,128,0,1920,1080,0,0,Linux,141.21199808219862,1920x1080
HP,Ultrabook,15.6,11.211900368986475,8,1.84,Intel Core i7,Intel,512,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
MSI,Gaming,15.6,11.702152960779438,16,2.94,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Acer,2 in 1 Convertible,11.6,9.91309723131456,4,1.25,Intel Celeron,Intel,0,0,1366,768,1,1,Other,135.0942111925629,1366x768
HP,Notebook,14.0,11.00021005668577,8,2.31,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,111.93520355955212,1366x768
Lenovo,Notebook,14.0,11.265171547683302,8,1.65,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Dell,Notebook,15.6,10.629713546415353,4,2.2,Intel Core i5,AMD,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Fujitsu,Notebook,15.6,10.658921971998408,8,2.2,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,15.6,10.812893840917726,4,1.88,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,Notebook,15.6,10.776844060703754,8,2.2,Intel Core i7,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Mediacom,Notebook,14.0,9.452024578163645,2,1.4,Other Intel,Intel,0,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Lenovo,Notebook,15.6,10.12402932214978,4,2.2,Intel Core i5,Intel,128,0,1920,1080,0,0,Other,141.21199808219862,1920x1080
Asus,2 in 1 Convertible,13.3,10.435481129939486,6,1.5,Intel Core i5,Intel,0,1000,1920,1080,1,0,Windows,165.6321180513006,1920x1080
Dell,Notebook,15.6,11.482152806302976,8,2.0,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Ultrabook,14.0,11.525170191386666,16,1.1,Intel Core i7,Intel,512,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Dell,Gaming,15.6,11.274682488942933,16,2.62,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.695781181367428,4,1.8,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.336863503805128,4,2.2,Intel Core i3,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Notebook,15.6,9.964522443121997,8,2.0,Intel Celeron,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Asus,Notebook,15.6,10.785284424941176,8,1.99,Intel Core i5,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Ultrabook,13.3,11.508719833687696,8,1.23,Intel Core i5,Intel,256,0,3200,1800,1,0,Windows,276.053530085501,3200x1800
Lenovo,Notebook,14.0,9.49301392269684,2,1.42,Intel Celeron,Intel,0,0,1366,768,0,0,Windows,111.93520355955212,1366x768
Lenovo,2 in 1 Convertible,13.3,11.44716312967751,8,1.37,Intel Core i7,Intel,256,0,1920,1080,1,1,Windows,165.6321180513006,1920x1080
Dell,Notebook,15.6,11.758368289071829,16,2.06,Intel Core i7,Nvidia,1000,0,3840,2160,1,0,Windows,282.42399616439724,3840x2160
Lenovo,Gaming,15.6,10.9867750135825,8,2.5,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
HP,Notebook,17.0,10.23111911098328,8,2.6,AMD,AMD,0,1000,1600,900,0,0,Windows,107.98564559226952,1600x900
Lenovo,Ultrabook,14.0,11.779404329770909,16,1.14,Intel Core i7,Intel,512,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Asus,Gaming,15.6,11.039464987704202,8,2.5,Intel Core i7,Nvidia,0,1000,1920,1080,0,1,Other,141.21199808219862,1920x1080
Acer,Notebook,15.6,10.084808608996498,4,2.4,Intel Core i3,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,Notebook,14.0,9.588689132620203,4,1.43,Intel Celeron,Intel,0,0,1366,768,0,0,Windows,111.93520355955212,1366x768
Acer,Ultrabook,14.0,10.79884714858782,8,1.8,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Razer,Gaming,14.0,11.838443060873624,16,1.95,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Toshiba,Notebook,13.3,11.076412935176185,8,1.2,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Lenovo,Ultrabook,12.5,11.343269598606504,8,1.36,Intel Core i7,Intel,256,0,1920,1080,0,1,Windows,176.23257360658386,1920x1080
Asus,Gaming,17.3,11.912578515747589,32,3.8,Intel Core i7,Nvidia,512,0,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Acer,Gaming,15.6,10.53941655276426,8,2.4,Intel Core i5,Nvidia,0,1000,1920,1080,0,0,Linux,141.21199808219862,1920x1080
Dell,Ultrabook,13.3,11.254810893751282,8,1.2,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
MSI,Gaming,15.6,11.058781074545012,8,2.2,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,9.875184369674535,4,1.86,Intel Core i3,Intel,0,500,1366,768,0,0,Other,100.45466986113652,1366x768
Toshiba,Notebook,15.6,10.945351696133724,8,2.0,Intel Core i5,Intel,0,500,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.79884714858782,8,2.2,Intel Core i7,AMD,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,11.009948956147635,16,2.2,Intel Core i7,AMD,256,2000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Gaming,15.6,11.06229896074271,8,3.31,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Gaming,17.3,12.029883488676532,32,4.42,Intel Core i7,Nvidia,512,1000,3840,2160,0,1,Windows,254.67134914246225,3840x2160
Dell,Notebook,14.0,11.089517135798168,8,1.56,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Lenovo,Notebook,15.6,10.013431946154272,4,2.2,Intel Celeron,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,Notebook,15.6,10.25782777312814,4,2.2,Intel Core i5,Intel,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,10.265276597141131,6,2.04,Intel Core i3,AMD,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
MSI,Gaming,17.3,11.27992228688911,8,2.7,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Toshiba,Notebook,15.6,10.186161103256786,4,2.1,Intel Core i3,Intel,128,0,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,Notebook,15.6,10.837272366712863,8,2.06,Intel Core i5,Intel,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,10.588945244611692,8,2.1,Intel Core i7,AMD,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Toshiba,Notebook,15.6,11.11283946349252,8,2.0,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Acer,Notebook,15.6,9.99658437558166,4,2.1,Intel Core i3,Intel,128,0,1366,768,0,0,Linux,100.45466986113652,1366x768
Microsoft,Ultrabook,13.5,11.508104342010856,8,1.252,Intel Core i7,Intel,256,0,2256,1504,1,0,Windows,200.84255993695703,2256x1504
Lenovo,Notebook,15.6,10.682362236272311,8,1.9,Intel Core i5,AMD,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,2 in 1 Convertible,13.3,10.916751081300507,8,1.3,Intel Core i5,Intel,256,0,1920,1080,1,1,Windows,165.6321180513006,1920x1080
Lenovo,Notebook,15.6,9.83063294843456,4,2.2,AMD,AMD,128,0,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,2 in 1 Convertible,14.0,10.525211768465944,4,1.63,Intel Core i3,Nvidia,128,0,1920,1080,1,1,Windows,157.3505121487356,1920x1080
MSI,Gaming,15.6,11.14105450129298,16,2.4,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Ultrabook,14.0,11.009948956147635,8,1.1,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,2 in 1 Convertible,11.6,10.180118788800824,8,1.4,Intel Celeron,Intel,0,0,1366,768,1,0,Other,135.0942111925629,1366x768
LG,Ultrabook,15.6,11.715790550995315,8,1.09,Intel Core i7,Intel,512,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Acer,Gaming,15.6,11.144911042902732,16,2.5,Intel Core i5,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
MSI,Gaming,15.6,10.8812140971224,8,2.2,Intel Core i5,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Notebook,15.6,10.013431946154272,4,1.86,Intel Celeron,Intel,128,0,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,Gaming,15.6,11.601643784304514,16,3.21,Intel Core i5,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,17.3,10.525211768465944,4,2.5,Intel Core i3,AMD,256,0,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Lenovo,2 in 1 Convertible,13.3,11.288114524334732,8,1.19,Intel Core i7,Intel,512,0,1920,1080,1,1,Windows,165.6321180513006,1920x1080
Dell,Gaming,15.6,11.917834418453076,16,3.49,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,10.393289544363068,4,1.86,Intel Core i5,AMD,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,Notebook,15.6,10.277575423651992,4,2.2,Intel Core i3,AMD,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,17.3,10.319441460358464,6,2.65,AMD,AMD,0,2000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Lenovo,Notebook,15.6,9.73761240901231,4,2.1,Intel Celeron,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Acer,Notebook,14.0,9.902487052202543,4,1.45,Intel Celeron,Intel,0,0,1366,768,0,0,Other,111.93520355955212,1366x768
Lenovo,Notebook,14.0,10.525211768465944,4,1.7,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Workstation,17.3,11.529366637136484,8,3.14,Intel Core i7,Nvidia,0,500,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Lenovo,2 in 1 Convertible,14.0,11.834974180925718,8,1.42,Intel Core i7,Intel,256,0,2560,1440,1,0,Windows,209.8006828649808,2560x1440
Toshiba,Notebook,13.3,10.85594510841814,8,1.5,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Acer,Netbook,11.6,9.570272405833974,4,1.4,Intel Celeron,Intel,0,0,1366,768,0,0,Windows,135.0942111925629,1366x768
Lenovo,2 in 1 Convertible,14.0,11.442360501250736,16,1.38,Intel Core i7,Intel,512,0,1920,1080,1,0,Windows,157.3505121487356,1920x1080
Asus,2 in 1 Convertible,12.5,10.481345086360362,4,1.2,Other Intel,Intel,0,0,1920,1080,1,0,Other,176.23257360658386,1920x1080
Toshiba,Ultrabook,13.3,11.512991062818642,16,1.36,Intel Core i7,Intel,512,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
HP,Notebook,15.6,10.510802297245792,4,2.1,Intel Core i7,AMD,0,500,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Gaming,15.6,10.683645110085203,8,2.56,Intel Core i5,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,9.964522443121997,4,2.2,AMD,AMD,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.03701794516015,8,2.2,AMD,AMD,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,Notebook,15.6,10.407616483423654,4,2.1,Intel Core i5,Intel,0,2000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.084808608996498,4,1.9,Intel Core i3,Intel,0,500,1366,768,0,0,Other,100.45466986113652,1366x768
Dell,Notebook,15.6,10.653903140886465,8,2.18,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Acer,2 in 1 Convertible,13.3,10.882315804880689,8,1.6,Intel Core i5,Intel,256,0,1920,1080,1,1,Windows,165.6321180513006,1920x1080
Lenovo,Workstation,15.6,11.50120100127367,16,2.18,Intel Core i7,Nvidia,512,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,14.0,11.058109595587434,8,1.8,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Notebook,17.3,10.460211528926417,6,2.71,AMD,AMD,0,2000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Lenovo,Gaming,15.6,11.105659536357711,8,2.5,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Notebook,14.0,10.968576149165091,8,1.64,Intel Core i5,Nvidia,256,0,1920,1080,0,0,Linux,157.3505121487356,1920x1080
Dell,Notebook,15.6,10.56311104105693,8,1.98,Intel Core i5,Intel,0,1000,1920,1080,0,0,Linux,141.21199808219862,1920x1080
Asus,Notebook,14.0,9.672654512737536,4,1.5,Intel Celeron,Intel,0,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Dell,Notebook,15.6,11.238652353231751,16,1.93,Intel Core i5,Intel,512,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,14.0,10.729080621774308,8,1.87,Intel Core i5,Nvidia,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Dell,Notebook,15.6,11.047982926769505,8,1.9,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,9.672654512737536,4,2.19,AMD,AMD,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Mediacom,Notebook,14.0,9.555290852218356,4,1.4,Other Intel,Intel,0,32,1920,1200,0,1,Windows,161.72539083525606,1920x1200
HP,Notebook,17.3,11.065637862008224,8,2.63,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Lenovo,Ultrabook,14.0,11.406054689443872,8,1.17,Intel Core i7,Intel,512,0,2560,1440,0,1,Windows,209.8006828649808,2560x1440
HP,2 in 1 Convertible,13.3,10.704907085240231,8,1.58,Intel Core i5,Intel,256,0,1366,768,1,1,Windows,117.82653006268644,1366x768
Lenovo,Ultrabook,14.0,11.288114524334732,8,1.32,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Dell,Gaming,17.3,12.1806155047626,32,4.36,Intel Core i7,Nvidia,1000,1000,3840,2160,0,0,Windows,254.67134914246225,3840x2160
MSI,Gaming,17.3,11.182294337407903,8,2.7,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Lenovo,Notebook,15.6,10.169762314876662,4,1.9,Intel Core i5,Intel,0,1000,1366,768,0,0,Other,100.45466986113652,1366x768
Dell,Notebook,15.6,10.55342238395318,8,2.2,Intel Core i5,AMD,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,2 in 1 Convertible,13.3,10.450993742936223,4,1.71,Intel Core i3,Intel,0,1000,1920,1080,1,0,Windows,165.6321180513006,1920x1080
Dell,Notebook,15.6,10.354869672690878,8,2.32,Intel Core i5,AMD,0,1000,1366,768,0,0,Linux,100.45466986113652,1366x768
HP,Notebook,15.6,10.167923515707006,4,2.1,AMD,AMD,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Acer,Gaming,17.3,11.543423631696015,16,4.2,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Dell,Notebook,15.6,10.450993742936223,12,2.25,Intel Core i5,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,15.6,10.452533389121816,6,2.1,AMD,AMD,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Acer,Notebook,15.6,10.301710499387234,4,2.4,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,Notebook,13.3,10.842494310694017,8,1.44,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Lenovo,Notebook,15.6,10.633572072102885,4,1.85,Intel Core i7,Intel,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Workstation,15.6,11.76667053684216,16,2.6,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,2 in 1 Convertible,13.3,10.46628456073464,8,1.55,Intel Core i5,Intel,0,1000,1920,1080,1,0,Windows,165.6321180513006,1920x1080
MSI,Gaming,15.6,11.6226216177553,16,1.8,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Acer,Notebook,15.6,9.993667504286536,4,2.4,Intel Core i3,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,Notebook,15.6,11.071454247329664,8,2.0,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.475348066887989,8,2.0,Intel Core i3,Intel,256,0,1366,768,0,0,Windows,100.45466986113652,1366x768
Toshiba,Notebook,14.0,11.311846686253432,8,1.25,Intel Core i5,Intel,256,0,1920,1080,1,1,Windows,157.3505121487356,1920x1080
Lenovo,2 in 1 Convertible,14.0,10.882315804880689,8,1.7,Intel Core i5,Intel,256,0,1920,1080,1,0,Windows,157.3505121487356,1920x1080
Lenovo,Workstation,15.6,12.076935697460716,16,2.5,Intel Core i7,Nvidia,1000,0,3840,2160,0,1,Windows,282.42399616439724,3840x2160
Acer,Notebook,14.0,9.77465368069266,2,1.68,Intel Celeron,Intel,0,0,1366,768,0,0,Other,111.93520355955212,1366x768
Samsung,Ultrabook,13.3,11.383485348791732,16,0.81,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
HP,Notebook,15.6,10.265276597141131,8,1.86,Intel Core i3,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,14.0,11.002618186839925,8,1.6,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,111.93520355955212,1366x768
HP,Workstation,17.3,12.362417715920367,16,3.0,Other Intel,Nvidia,256,0,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Lenovo,Netbook,11.6,10.138875830266777,4,1.4,Intel Celeron,Intel,128,0,1366,768,1,0,Windows,135.0942111925629,1366x768
HP,Notebook,15.6,11.525170191386666,8,1.84,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Notebook,15.6,10.336863503805128,4,2.45,Intel Core i5,Nvidia,0,1000,1366,768,0,0,Other,100.45466986113652,1366x768
Lenovo,Ultrabook,14.0,10.974983493740094,4,1.7,Intel Core i5,Intel,180,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Asus,Notebook,15.6,10.720679721736714,4,2.37,Intel Core i7,Intel,256,0,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,2 in 1 Convertible,13.3,11.064804181259648,8,1.3,Intel Core i5,Intel,256,0,3200,1800,1,1,Windows,276.053530085501,3200x1800
HP,Notebook,15.6,10.977716980635757,8,2.2,Intel Core i5,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
HP,Workstation,15.6,11.328642946747566,8,2.59,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Gaming,15.6,11.937276356672394,16,4.42,Intel Core i7,Nvidia,256,1000,3840,2160,0,1,Windows,282.42399616439724,3840x2160
Acer,Notebook,15.6,10.370822624347584,4,2.1,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,100.45466986113652,1366x768
