Company,TypeName,Inches,Price,Ram(GB),Cpu(processor),"Gpu(I,N,A)Brand",SSD,HDD,TouchScreen,Ips_display,OS,PPI
Lenovo,2 in 1 Convertible,13.9,10.959350991490268,8,Intel Core i7,Intel,256,0,1,1,Windows,158.48253022174808
Dell,Notebook,15.6,10.868202667404223,8,Intel Core i7,AMD,128,2000,0,0,Windows,141.21199808219862
HP,Notebook,15.6,10.301710499387234,8,Intel Core i5,Intel,0,1000,1,0,Windows,100.45466986113651
Asus,Gaming,17.3,11.981595204981144,16,Intel Core i7,Nvidia,256,0,0,0,Windows,127.33567457123111
HP,Notebook,13.3,10.490273717104664,4,Intel Core i5,Intel,0,500,0,1,Windows,165.6321180513006
Apple,Ultrabook,13.3,11.596266113070396,8,Intel Core i5,Intel,512,0,0,1,Mac,226.98300468106115
Dell,2 in 1 Convertible,15.6,10.683645110085203,8,Intel Core i7,Intel,0,1000,1,1,Windows,141.21199808219862
Asus,Gaming,17.3,11.470547260182666,16,Intel Core i7,Nvidia,256,1000,0,0,Windows,127.33567457123111
Asus,Notebook,15.6,10.126163794678414,4,AMD,AMD,0,1000,0,0,Windows,100.45466986113651
Lenovo,2 in 1 Convertible,13.9,11.49796125761926,8,Intel Core i7,Intel,512,0,1,1,Windows,158.48253022174808
Acer,Notebook,17.3,10.529494430257945,4,Intel Core i3,Nvidia,256,0,0,1,Windows,127.33567457123111
Dell,Ultrabook,13.3,10.830969824842061,8,Intel Core i5,Intel,256,0,0,0,Windows,165.6321180513006
HP,Notebook,15.6,10.075655737865565,8,AMD,AMD,128,0,0,0,Windows,100.45466986113651
HP,Notebook,17.3,10.94064137183354,16,Intel Core i7,Nvidia,0,1000,0,1,Windows,127.33567457123111
MSI,Gaming,17.3,11.799206957067087,16,Intel Core i7,Nvidia,512,1000,0,0,Windows,127.33567457123111
Lenovo,2 in 1 Convertible,15.6,11.413356147904066,8,Intel Core i7,Nvidia,512,0,1,1,Windows,141.21199808219862
Dell,Notebook,17.3,11.016097416448089,8,Intel Core i7,AMD,128,1000,0,0,Windows,127.33567457123111
Lenovo,Notebook,15.6,10.07138558866436,4,Intel Core i3,Intel,256,0,0,0,Other,141.21199808219862
HP,Notebook,15.6,10.55758616512496,4,Intel Core i5,Intel,0,500,0,1,Windows,141.21199808219862
Dell,Notebook,15.6,10.463245044716745,4,Intel Core i5,Intel,0,1000,0,0,Windows,141.21199808219862
Dell,Notebook,15.6,10.312386757378574,8,Intel Core i5,AMD,0,1000,0,0,Windows,141.21199808219862
Dell,2 in 1 Convertible,15.6,10.658921971998408,8,Intel Core i5,Intel,256,0,1,0,Windows,141.21199808219862
Asus,2 in 1 Convertible,13.3,11.288114524334732,8,Intel Core i7,Intel,1024,0,1,0,Windows,165.6321180513006
Lenovo,Notebook,15.6,10.121890283901031,4,Intel Core i5,Intel,0,1000,0,0,Other,141.21199808219862
HP,Notebook,17.3,10.901156223342602,8,Intel Core i7,Nvidia,0,1000,0,0,Windows,127.33567457123111
Lenovo,Notebook,15.6,10.755482933704386,8,Intel Core i7,Intel,256,0,0,0,Windows,141.21199808219862
Apple,Ultrabook,13.3,11.555699396421488,8,Intel Core i5,Intel,512,0,0,1,Mac,226.98300468106115
Asus,Gaming,17.3,11.320925866649002,16,AMD,AMD,256,1000,0,0,Windows,127.33567457123111
Dell,Notebook,15.6,10.57552675900535,8,Intel Core i7,AMD,256,0,0,0,Linux,141.21199808219862
Lenovo,2 in 1 Convertible,14.0,11.799206957067087,16,Intel Core i7,Intel,512,0,1,0,Windows,209.8006828649808
Toshiba,Notebook,15.6,10.675061366393813,8,Intel Core i7,Nvidia,0,500,0,0,Windows,100.45466986113651
Dell,Notebook,15.6,10.545140618545503,12,Intel Core i7,Intel,0,1000,0,0,Windows,100.45466986113651
Dell,Notebook,17.3,10.977716980635755,8,Intel Core i7,AMD,128,1000,0,0,Linux,127.33567457123111
Acer,Notebook,15.6,10.588945244611693,8,Intel Core i7,Nvidia,0,1000,0,1,Windows,141.21199808219862
Lenovo,Notebook,17.3,10.167923515707006,4,Intel Core i3,Intel,0,1000,0,0,Windows,106.11306214269258
Lenovo,Notebook,17.3,10.71962021254348,8,Intel Core i7,Nvidia,0,2000,0,0,Other,127.33567457123111
Lenovo,Notebook,17.3,10.73132994821639,6,Intel Core i7,Nvidia,128,1000,0,0,Windows,106.11306214269258
Dell,Notebook,15.6,10.034684221813931,4,Intel Core i3,AMD,0,1000,0,0,Linux,141.21199808219862
Lenovo,Gaming,15.6,10.695781181367428,8,Intel Core i5,Nvidia,256,0,0,1,Windows,141.21199808219862
Lenovo,Notebook,15.6,10.336863503805128,6,Intel Core i5,Intel,256,0,0,0,Windows,141.21199808219862
Acer,Notebook,15.6,10.833075088777523,8,Intel Core i7,Nvidia,256,0,0,1,Windows,141.21199808219862
Acer,Notebook,15.6,10.46628456073464,12,Intel Core i7,Intel,0,1000,1,1,Windows,141.21199808219862
Lenovo,Notebook,15.6,10.975895486507364,8,Intel Core i7,Intel,256,0,0,1,Windows,141.21199808219862
Asus,Ultrabook,15.6,10.860047678274917,8,Intel Core i5,Nvidia,256,0,0,0,Windows,141.21199808219862
Lenovo,Gaming,15.6,11.047982926769505,16,Intel Core i7,Nvidia,256,1000,0,1,Windows,141.21199808219862
Lenovo,Notebook,15.6,10.466299735126338,8,Intel Core i7,Nvidia,0,1000,0,0,Other,141.21199808219862
Acer,Notebook,15.6,9.268865850956626,2,Intel Celeron,Intel,16,0,0,0,Other,100.45466986113651
Asus,Gaming,17.3,11.054745420841801,8,Intel Core i7,Nvidia,0,1000,0,0,Windows,127.33567457123111
HP,Notebook,17.3,10.167923515707006,8,Intel Core i3,Intel,0,1000,0,0,Windows,106.11306214269258
Dell,Notebook,15.6,11.487085674623,8,Intel Core i7,Nvidia,256,0,0,0,Windows,141.21199808219862
Lenovo,Notebook,15.6,10.580858947180335,8,Intel Core i5,Intel,256,0,0,0,Windows,141.21199808219862
Lenovo,Gaming,15.6,11.144911042902732,8,Intel Core i7,Nvidia,0,1000,0,1,Windows,141.21199808219862
Acer,Notebook,15.6,10.862092668762644,8,Intel Core i7,Nvidia,256,0,0,0,Linux,141.21199808219862
Dell,Workstation,17.3,11.942792677133783,16,Intel Core i7,Nvidia,256,0,0,0,Windows,127.33567457123111
Lenovo,Notebook,15.6,10.188167121983652,6,AMD,AMD,0,1000,0,0,Windows,141.21199808219862
Asus,Ultrabook,15.6,11.267217235406594,16,Intel Core i7,Nvidia,512,0,0,0,Windows,141.21199808219862
Asus,Notebook,14.0,10.208009042782656,4,Intel Core i3,Intel,128,0,0,0,Windows,111.93520355955211
Asus,Gaming,17.3,11.635675345406062,16,Intel Core i7,Nvidia,256,1000,0,0,Windows,127.33567457123111
Lenovo,Notebook,17.3,10.450993742936223,6,Intel Core i5,Nvidia,0,1000,0,0,Windows,106.11306214269258
Lenovo,Notebook,15.6,10.283659467741664,8,Intel Core i5,Nvidia,0,2000,0,0,Other,100.45466986113651
Asus,Gaming,15.6,11.118388427393754,8,Intel Core i7,Nvidia,128,1000,0,0,Windows,141.21199808219862
Lenovo,Notebook,15.6,9.861637279518702,4,Other Intel,Intel,0,1000,0,0,Other,100.45466986113651
HP,2 in 1 Convertible,13.3,11.563884703567355,16,Intel Core i7,Intel,256,0,1,0,Windows,165.6321180513006
Toshiba,Notebook,15.6,10.925417481232905,8,Intel Core i7,Nvidia,256,0,0,1,Windows,141.21199808219862
Lenovo,Notebook,15.6,10.683645110085203,8,Intel Core i5,Nvidia,128,1000,0,0,Windows,141.21199808219862
HP,Notebook,15.6,10.126163794678414,4,Intel Core i3,Intel,0,1000,0,0,Windows,141.21199808219862
Lenovo,Notebook,13.3,10.882315804880687,8,Intel Core i5,Intel,256,0,0,1,Windows,165.6321180513006
Dell,Ultrabook,13.3,11.799206957067087,16,Intel Core i7,Intel,1000,0,1,1,Windows,331.2642361026012
MSI,Gaming,15.6,11.624777346052767,16,Intel Core i7,Nvidia,256,1000,0,1,Windows,141.21199808219862
Acer,Notebook,15.6,10.126163794678414,8,AMD,AMD,256,0,0,0,Windows,141.21199808219862
Asus,2 in 1 Convertible,11.6,9.592332123898705,2,Intel Celeron,Intel,0,0,1,0,Windows,135.0942111925629
Dell,Notebook,15.6,10.71371352082809,8,Intel Core i5,AMD,128,1000,0,0,Windows,141.21199808219862
HP,2 in 1 Convertible,13.3,11.778996083184301,16,Intel Core i7,Intel,1000,0,1,1,Windows,331.2642361026012
Lenovo,Notebook,13.3,10.106570100778011,4,Intel Celeron,Intel,0,0,0,0,Other,117.82653006268643
HP,Notebook,14.0,10.863113597896751,8,Intel Core i5,Intel,256,0,0,0,Windows,157.3505121487356
Acer,Notebook,11.6,10.159709917169616,4,Other Intel,Intel,0,0,0,0,Windows,135.0942111925629
HP,Notebook,14.0,11.13950771057468,8,Intel Core i7,Intel,256,0,0,0,Windows,157.3505121487356
Lenovo,Notebook,17.3,10.353987209883721,4,Intel Core i5,Nvidia,0,1000,0,0,Windows,106.11306214269258
Asus,Notebook,14.0,10.97315700921406,8,Intel Core i7,Intel,256,0,0,0,Windows,157.3505121487356
HP,Notebook,15.6,10.780175546294757,8,Intel Core i7,Intel,0,1000,0,1,Windows,100.45466986113651
Acer,Notebook,15.6,10.46628456073464,8,AMD,AMD,256,0,0,0,Windows,100.45466986113651
Lenovo,Notebook,14.0,9.652314828500415,4,Intel Celeron,Intel,0,0,0,0,Windows,111.93520355955211
Acer,Notebook,15.6,10.283659467741664,6,Intel Core i5,Intel,0,1000,0,0,Windows,100.45466986113651
Asus,Ultrabook,15.6,10.93201122675303,8,Intel Core i7,Nvidia,256,0,0,0,Windows,141.21199808219862
HP,Ultrabook,12.5,11.172247597066484,8,Intel Core i7,Intel,256,0,0,0,Windows,176.23257360658386
Dell,Notebook,15.6,11.853716362735458,32,Intel Core i7,Nvidia,1000,0,1,0,Windows,282.42399616439724
MSI,Gaming,17.3,11.064804181259648,8,Intel Core i7,Nvidia,256,1000,0,0,Windows,127.33567457123111
Toshiba,Notebook,15.6,10.82462730886559,8,Intel Core i5,Intel,256,0,0,1,Windows,141.21199808219862
Asus,Notebook,14.0,11.171498252707703,8,Intel Core i7,Intel,256,1000,0,0,Windows,157.3505121487356
Lenovo,Notebook,15.6,10.082583913974387,4,Intel Core i3,Intel,0,1000,0,0,Windows,141.21199808219862
Asus,Gaming,15.6,10.882315804880687,8,Intel Core i7,Nvidia,256,0,0,0,Windows,141.21199808219862
HP,Notebook,14.0,11.120757161229305,8,Intel Core i5,Intel,256,0,0,0,Windows,157.3505121487356
Dell,Ultrabook,15.6,10.931153634628432,8,Intel Core i5,Nvidia,128,1000,0,1,Windows,141.21199808219862
HP,Notebook,15.6,11.017847198171877,8,Intel Core i5,Intel,256,0,0,0,Windows,141.21199808219862
Asus,Notebook,15.6,9.592295759601168,4,Intel Celeron,Intel,0,1000,0,0,Linux,100.45466986113651
Dell,Notebook,15.6,11.016753943443987,8,Intel Core i5,Nvidia,256,0,0,0,Windows,141.21199808219862
Dell,Notebook,15.6,9.591968421403333,4,Intel Celeron,Intel,0,500,0,0,Linux,100.45466986113651
Lenovo,Notebook,15.6,10.776844060703754,12,AMD,AMD,0,2000,0,0,Windows,141.21199808219862
HP,Notebook,15.6,10.54924119319278,8,Intel Core i3,Nvidia,0,1000,0,1,Windows,141.21199808219862
Lenovo,2 in 1 Convertible,13.9,11.624777346052767,16,Intel Core i7,Intel,512,0,1,1,Windows,316.96506044349616
Dell,Ultrabook,13.3,11.340108040487776,8,Intel Core i7,Intel,256,0,0,0,Windows,165.6321180513006
Lenovo,Gaming,15.6,11.004648590381796,16,Intel Core i7,Nvidia,256,2000,0,1,Windows,141.21199808219862
HP,Notebook,14.0,9.606772808053499,2,Intel Celeron,Intel,0,0,0,0,Windows,111.93520355955211
Dell,Ultrabook,15.6,11.358282600039752,16,Intel Core i7,Intel,768,0,0,0,Windows,141.21199808219862
Asus,2 in 1 Convertible,11.6,9.902487052202545,4,Intel Celeron,Intel,0,0,1,0,Windows,135.0942111925629
Dell,Ultrabook,15.6,10.472336016417996,8,Intel Core i5,AMD,0,1000,0,0,Windows,141.21199808219862
Dell,Notebook,15.6,11.590080353983309,16,Intel Core i7,Nvidia,512,0,1,0,Windows,282.42399616439724
HP,Notebook,15.6,11.148752768718731,8,Intel Core i7,Intel,256,0,0,0,Windows,141.21199808219862
MSI,Gaming,17.3,11.226196538130814,8,Intel Core i7,Nvidia,128,1000,0,0,Windows,127.33567457123111
HP,Workstation,15.6,11.436206670969893,8,Intel Core i7,Nvidia,256,0,0,0,Windows,141.21199808219862
Toshiba,Notebook,15.6,11.221929106334594,16,Intel Core i7,Nvidia,512,0,0,1,Windows,141.21199808219862
Dell,Notebook,15.6,10.853784502608233,8,Intel Core i7,AMD,128,2000,0,0,Windows,141.21199808219862
Lenovo,Notebook,15.6,9.750081515393676,4,Intel Celeron,Intel,0,1000,0,0,Other,100.45466986113651
Dell,Gaming,15.6,10.882315804880687,8,Intel Core i5,Nvidia,0,1000,0,0,Windows,141.21199808219862
Dell,Notebook,15.6,10.298790318518323,8,Intel Core i5,Intel,0,2000,1,0,Windows,100.45466986113651
Dell,Notebook,14.0,11.23889064370897,8,Intel Core i5,Intel,256,0,0,0,Windows,157.3505121487356
HP,Notebook,15.6,10.060060439307305,4,Intel Core i3,Intel,0,500,0,0,Windows,100.45466986113651
Asus,Notebook,14.0,10.826745953725876,8,Intel Core i5,Intel,256,0,0,0,Windows,157.3505121487356
Lenovo,Notebook,17.3,10.55342238395318,6,Intel Core i5,Nvidia,128,1000,0,0,Windows,106.11306214269258
HP,Notebook,15.6,10.435465480609668,8,Intel Core i5,Intel,0,1000,0,0,Windows,141.21199808219862
Lenovo,Notebook,15.6,10.188167121983652,8,Intel Core i3,Nvidia,256,0,0,0,Other,100.45466986113651
HP,Notebook,15.6,9.93914036985058,8,Other Intel,Intel,0,2000,0,0,Windows,100.45466986113651
Dell,Notebook,17.3,10.964896292206694,8,Intel Core i5,AMD,128,1000,0,0,Windows,127.33567457123111
Lenovo,Gaming,15.6,10.671359943290625,8,Intel Core i5,Nvidia,128,1000,0,1,Other,141.21199808219862
Dell,Notebook,15.6,10.776844060703754,8,Intel Core i7,AMD,256,0,0,0,Windows,141.21199808219862
HP,Ultrabook,14.0,11.442932093149693,8,Intel Core i7,Intel,256,0,0,1,Windows,157.3505121487356
Asus,2 in 1 Convertible,15.6,10.977716980635755,12,Intel Core i7,Nvidia,512,2000,1,0,Windows,141.21199808219862
Acer,Notebook,15.6,10.030000372501505,4,AMD,AMD,128,0,0,0,Windows,100.45466986113651
Asus,Gaming,17.3,11.671319016786894,16,AMD,AMD,256,1000,0,1,Windows,127.33567457123111
Lenovo,Notebook,17.3,10.167923515707006,4,AMD,AMD,128,0,0,0,Windows,106.11306214269258
Dell,2 in 1 Convertible,13.3,10.742915658911176,8,Intel Core i7,Intel,256,0,1,0,Windows,165.6321180513006
HP,Notebook,15.6,10.167903065600154,4,AMD,AMD,256,0,0,0,Windows,141.21199808219862
Lenovo,Netbook,11.6,10.290919027754468,4,Intel Celeron,Intel,128,0,0,1,Windows,135.0942111925629
Dell,Notebook,15.6,9.708902303129879,4,Intel Celeron,Intel,0,500,0,0,Windows,100.45466986113651
Asus,Notebook,14.0,9.631552837051986,4,Intel Celeron,Intel,0,0,0,0,Windows,111.93520355955211
Acer,Notebook,15.6,10.716080385838357,8,Intel Core i7,Nvidia,0,1000,0,0,Linux,141.21199808219862
HP,Gaming,17.3,11.058109595587434,8,Intel Core i7,Nvidia,128,1000,0,1,Windows,127.33567457123111
Lenovo,Notebook,15.6,9.975737513942137,4,Intel Core i3,Intel,128,0,0,0,Other,141.21199808219862
Asus,Gaming,15.6,11.387117314043296,8,Intel Core i7,Nvidia,128,1000,0,1,Windows,141.21199808219862
Lenovo,Notebook,14.0,10.977716980635755,8,Intel Core i5,Nvidia,256,0,0,1,Windows,157.3505121487356
Asus,Ultrabook,13.3,11.442303324087279,16,Intel Core i7,Intel,512,0,1,0,Windows,165.6321180513006
Lenovo,Ultrabook,14.0,11.708368556654154,8,Intel Core i7,Intel,512,0,0,1,Windows,209.8006828649808
Lenovo,Notebook,13.3,10.283659467741664,4,Intel Core i3,Intel,128,0,0,1,Windows,165.6321180513006
Dell,Workstation,15.6,11.197396851520583,8,Intel Core i5,AMD,0,500,0,0,Windows,141.21199808219862
Dell,Workstation,15.6,11.641782951894859,8,Intel Core i7,Nvidia,256,0,0,1,Windows,141.21199808219862
Lenovo,2 in 1 Convertible,14.0,11.803200572598556,16,Intel Core i7,Intel,512,0,1,0,Windows,209.8006828649808
Asus,Gaming,17.3,10.921575017331362,8,Intel Core i7,Nvidia,0,1000,0,0,Windows,127.33567457123111
Asus,Gaming,17.3,11.347679054569921,16,Intel Core i7,Nvidia,256,1000,0,0,Windows,127.33567457123111
Acer,Notebook,15.6,10.518018577413223,12,Intel Core i5,Nvidia,0,1000,0,1,Windows,100.45466986113651
MSI,Gaming,17.3,11.18267988243989,8,Intel Core i7,Nvidia,256,0,0,0,Windows,127.33567457123111
Dell,Notebook,15.6,10.633405177560588,8,Intel Core i7,AMD,256,0,0,0,Linux,141.21199808219862
HP,Ultrabook,15.6,10.188167121983652,4,AMD,AMD,256,0,0,0,Windows,141.21199808219862
Lenovo,Notebook,15.6,11.08997268702302,8,Intel Core i7,AMD,256,0,0,1,Windows,141.21199808219862
Lenovo,Notebook,14.0,10.81931097523836,8,Intel Core i5,Intel,256,0,0,1,Windows,157.3505121487356
Dell,Workstation,15.6,11.88100267529242,8,Intel Core i7,Nvidia,256,0,1,0,Windows,282.42399616439724
Lenovo,Ultrabook,14.0,11.848397201257859,16,Intel Core i7,Intel,1000,0,0,1,Windows,209.8006828649808
Lenovo,Notebook,15.6,9.699146128184514,4,Intel Celeron,Intel,0,1000,0,0,Windows,100.45466986113651
Asus,Gaming,17.3,11.307930232161196,16,Intel Core i7,Nvidia,256,1000,0,0,Windows,127.33567457123111
Lenovo,Notebook,15.6,11.018284165624754,8,Intel Core i5,AMD,256,1000,0,1,Windows,141.21199808219862
Acer,Notebook,15.6,10.754345923917311,8,Intel Core i7,Nvidia,256,0,0,0,Linux,141.21199808219862
MSI,Gaming,17.3,11.69380197819145,16,Intel Core i7,Nvidia,256,1000,0,0,Windows,127.33567457123111
Asus,Ultrabook,14.0,11.510857728676223,8,Intel Core i7,Intel,512,0,0,0,Windows,157.3505121487356
Toshiba,Ultrabook,13.3,11.44121633636619,16,Intel Core i7,Intel,512,0,0,0,Windows,165.6321180513006
Dell,Ultrabook,14.0,11.402110098629437,8,Intel Core i7,Intel,512,0,0,0,Windows,157.3505121487356
Lenovo,Notebook,15.6,9.989276182274935,4,Intel Core i3,Intel,0,500,0,0,Windows,141.21199808219862
Lenovo,Notebook,11.6,9.694067896286716,2,Intel Celeron,Intel,0,0,0,0,Windows,135.0942111925629
Lenovo,Workstation,15.6,11.538242272954019,8,Intel Core i7,Nvidia,512,0,0,0,Windows,141.21199808219862
Lenovo,Ultrabook,14.0,11.547549475609573,8,Intel Core i7,Nvidia,512,0,0,1,Windows,209.8006828649808
HP,Notebook,15.6,10.126163794678414,4,Intel Core i3,AMD,0,1000,0,0,Windows,141.21199808219862
Acer,2 in 1 Convertible,13.3,10.64634002126892,8,Intel Core i7,Intel,256,0,1,1,Windows,165.6321180513006
Asus,2 in 1 Convertible,13.3,10.808592759018333,8,Intel Core i5,Intel,256,0,1,1,Windows,165.6321180513006
Dell,Notebook,15.6,10.37065566550255,4,Intel Core i5,AMD,256,0,0,0,Linux,141.21199808219862
Dell,Notebook,13.3,10.510802297245792,4,Intel Core i3,Intel,128,0,0,0,Windows,117.82653006268643
HP,Ultrabook,14.0,11.288781413322436,8,Intel Core i7,Intel,256,0,0,0,Windows,157.3505121487356
Dell,Notebook,15.6,10.267037568910903,8,Intel Core i5,Intel,0,1000,0,0,Windows,100.45466986113651
Lenovo,Ultrabook,14.0,11.078373090310091,8,Intel Core i7,AMD,256,0,0,1,Windows,157.3505121487356
Lenovo,2 in 1 Convertible,15.6,11.52464373704442,16,Intel Core i7,Nvidia,512,0,1,1,Windows,282.42399616439724
Chuwi,Notebook,12.3,10.082583913974387,6,Intel Celeron,Intel,0,0,0,1,Windows,267.3384360344031
HP,Notebook,15.6,11.23889064370897,8,Intel Core i7,Intel,256,0,0,0,Windows,141.21199808219862
Asus,Notebook,15.6,10.367478139624735,8,Intel Core i3,Nvidia,0,1000,0,0,Linux,141.21199808219862
Dell,Gaming,17.3,11.912578515747587,16,Intel Core i7,Nvidia,256,1000,0,1,Windows,169.78089942830815
Dell,Gaming,15.6,11.030873869571886,8,Intel Core i7,Nvidia,128,1000,0,1,Windows,141.21199808219862
Dell,Notebook,15.6,11.016447617817454,8,Intel Core i7,AMD,256,2000,0,0,Windows,141.21199808219862
Dell,Ultrabook,14.0,10.977716980635755,8,Intel Core i7,Intel,256,0,0,0,Linux,157.3505121487356
HP,Gaming,17.3,11.575963360732533,12,Intel Core i7,Nvidia,256,1000,0,0,Windows,127.33567457123111
Mediacom,2 in 1 Convertible,11.6,9.67600459962282,4,Intel Celeron,Intel,32,0,1,1,Windows,189.90579052433606
Samsung,Netbook,11.6,9.570272405833974,4,Intel Celeron,Intel,0,0,0,0,Other,135.0942111925629
Lenovo,Notebook,13.3,10.89326663606744,8,Intel Core i7,Intel,256,0,0,1,Windows,165.6321180513006
Lenovo,Notebook,14.0,10.370822624347584,4,Intel Core i3,Intel,128,0,0,1,Windows,157.3505121487356
Lenovo,Workstation,15.6,11.777361428141106,16,Intel Core i7,Nvidia,512,0,0,1,Windows,282.42399616439724
Lenovo,Notebook,15.6,11.778996083184301,16,Intel Core i7,Nvidia,512,0,0,0,Windows,141.21199808219862
Asus,Gaming,17.3,11.410999046046685,8,AMD,AMD,256,1000,0,0,Windows,127.33567457123111
HP,Notebook,15.6,9.824885806178992,4,Intel Celeron,Intel,0,500,0,0,Windows,100.45466986113651
Google,Ultrabook,12.3,11.671319016786894,16,Intel Core i7,Intel,512,0,1,0,Other,234.50740003017813
Lenovo,Ultrabook,14.0,11.751256776147379,24,Intel Core i7,Intel,512,0,0,0,Windows,209.8006828649808
Asus,Notebook,15.6,10.301710499387234,4,Intel Core i5,Intel,256,0,0,0,Linux,141.21199808219862
Lenovo,Notebook,17.3,10.227464909398023,8,AMD,AMD,0,1000,0,0,Windows,106.11306214269258
Dell,Notebook,15.6,10.594300009749354,4,Intel Core i5,AMD,256,0,0,0,Windows,141.21199808219862
Lenovo,Ultrabook,12.5,11.240291204162,8,Intel Core i5,Intel,256,0,0,1,Windows,176.23257360658386
Lenovo,Notebook,15.6,9.83063294843456,4,Other Intel,Intel,128,0,0,0,Windows,141.21199808219862
HP,Gaming,15.6,10.977716980635755,8,Intel Core i7,Nvidia,128,1000,0,1,Windows,141.21199808219862
Dell,Notebook,14.0,11.047982926769505,8,Intel Core i5,Nvidia,256,0,0,0,Windows,157.3505121487356
Acer,Notebook,15.6,10.066418317218151,4,Intel Core i5,Intel,0,500,0,0,Linux,100.45466986113651
Dell,Workstation,15.6,11.572957346444928,8,Other Intel,Nvidia,0,1000,0,0,Windows,141.21199808219862
MSI,Gaming,15.6,10.910678521970082,8,Intel Core i5,Nvidia,256,0,0,0,Windows,141.21199808219862
Microsoft,Ultrabook,13.5,11.83458800598367,16,Intel Core i7,Intel,512,0,1,0,Windows,200.84255993695703
HP,Notebook,15.6,10.353987209883721,8,Intel Core i5,Intel,128,0,0,0,Windows,100.45466986113651
Dell,Workstation,15.6,11.563884703567355,16,Intel Core i7,Nvidia,256,0,0,1,Windows,141.21199808219862
HP,Workstation,15.6,11.311195008159336,8,Intel Core i7,Intel,512,0,0,1,Windows,141.21199808219862
Lenovo,Notebook,14.0,11.179710318268073,8,Intel Core i5,Intel,256,0,0,0,Windows,157.3505121487356
Dell,Notebook,15.6,10.862092668762644,8,Intel Core i7,AMD,128,1000,0,0,Windows,141.21199808219862
Dell,2 in 1 Convertible,11.6,10.147261623643049,4,Other Intel,Intel,0,500,1,0,Windows,135.0942111925629
Dell,Notebook,17.3,11.599202972743706,8,Intel Core i7,Nvidia,0,1000,0,1,Windows,127.33567457123111
Microsoft,Ultrabook,13.5,10.872255357854845,4,Other Intel,Intel,128,0,1,0,Windows,200.84255993695703
Microsoft,Ultrabook,13.5,11.470547260182666,8,Intel Core i7,Intel,256,0,1,0,Windows,200.84255993695703
HP,Notebook,17.3,10.436872940377548,8,Intel Core i3,Intel,256,0,0,0,Windows,106.11306214269258
Acer,Notebook,15.6,10.274510273088076,4,Intel Core i3,Nvidia,0,1000,0,0,Windows,141.21199808219862
Acer,Netbook,11.6,10.050907057320817,4,Intel Celeron,Intel,128,0,0,0,Windows,135.0942111925629
Asus,Notebook,15.6,10.594300009749354,8,Intel Core i5,Intel,0,1000,0,0,Windows,141.21199808219862
Lenovo,Notebook,14.0,10.658921971998408,8,Intel Core i7,AMD,512,0,0,1,Other,157.3505121487356
Lenovo,Notebook,15.6,11.62048037119099,8,Intel Core i7,Nvidia,256,0,0,0,Windows,141.21199808219862
Asus,Notebook,15.6,9.692588727638356,4,Other Intel,Intel,0,500,0,0,Windows,100.45466986113651
Acer,Notebook,15.6,10.126163794678414,4,Intel Core i3,Nvidia,0,500,0,0,Windows,100.45466986113651
Dell,Notebook,15.6,10.607562803627763,8,Intel Core i5,AMD,0,2000,0,0,Windows,141.21199808219862
HP,Gaming,17.3,11.413356147904066,12,Intel Core i7,Nvidia,0,1000,0,1,Windows,127.33567457123111
Lenovo,Ultrabook,14.0,11.502816945605918,12,Intel Core i7,Intel,256,0,0,1,Windows,209.8006828649808
HP,2 in 1 Convertible,13.3,11.575963360732533,8,Intel Core i7,Intel,512,0,1,1,Windows,331.2642361026012
HP,Notebook,15.6,11.026550473300178,8,Intel Core i5,AMD,0,500,0,0,Windows,141.21199808219862
Google,Ultrabook,12.3,11.12626248382466,8,Intel Core i5,Intel,128,0,1,0,Other,234.50740003017813
Dell,Ultrabook,13.3,11.494086806506765,8,Intel Core i5,Intel,256,0,1,0,Windows,165.6321180513006
Asus,Notebook,15.6,11.144911042902732,12,Intel Core i7,Intel,128,1000,0,1,Windows,282.42399616439724
Dell,Notebook,14.0,10.58221121243035,8,Intel Core i3,Intel,128,0,0,0,Windows,111.93520355955211
Dell,Workstation,15.6,11.762112832660845,8,Intel Core i7,Nvidia,256,0,0,0,Windows,141.21199808219862
Lenovo,Notebook,14.0,11.19373786463554,8,Intel Core i5,Intel,180,0,0,0,Windows,157.3505121487356
Dell,Notebook,15.6,10.490273717104664,8,Intel Core i5,AMD,0,1000,0,0,Windows,141.21199808219862
Toshiba,Notebook,13.3,11.39733681987678,8,Intel Core i5,Intel,256,0,0,1,Windows,165.6321180513006
Dell,Notebook,15.6,11.116014069333293,8,Intel Core i7,Nvidia,512,0,0,1,Windows,141.21199808219862
Dell,Notebook,15.6,10.349904182775484,4,Intel Core i3,Intel,0,1000,0,0,Windows,100.45466986113651
HP,Notebook,13.3,10.56311104105693,4,Intel Core i5,Intel,128,0,0,1,Windows,165.6321180513006
Chuwi,Notebook,15.6,9.49261223560568,4,Other Intel,Intel,0,0,0,0,Windows,141.21199808219862
Lenovo,Notebook,15.6,10.312386757378574,4,Intel Core i3,Intel,128,0,0,0,Windows,100.45466986113651
Lenovo,Notebook,14.0,10.931153634628432,8,Intel Core i5,Intel,256,0,0,1,Windows,157.3505121487356
Dell,Workstation,15.6,11.732612168264147,16,Intel Core i7,Nvidia,512,0,0,1,Windows,141.21199808219862
Dell,Notebook,15.6,11.52464373704442,16,Intel Core i7,Nvidia,512,0,0,0,Windows,141.21199808219862
